timestamp,logic_level
0.0,1
2.9960751415645503e-05,1
5.992150283129101e-05,1
8.988225424693651e-05,1
0.00011984300566258201,1
0.00014980375707822753,0
0.00017976450849387305,1
0.00020972525990951856,1
0.00023968601132516408,0
0.0002696467627408096,1
0.0002996075141564551,1
0.00032956826557210063,0
0.00035952901698774615,1
0.00038948976840339167,0
0.0004194505198190372,1
0.0004494112712346827,1
0.0004793720226503282,1
0.0005093327740659737,1
0.0005392935254816192,1
0.0005692542768972647,1
0.0005992150283129102,0
0.0006291757797285557,0
0.0006591365311442013,0
0.0006890972825598468,0
0.0007190580339754923,0
0.0007490187853911378,0
0.0007789795368067833,1
0.0008089402882224289,0
0.0008389010396380744,0
0.0008688617910537199,1
0.0008988225424693654,1
0.0009287832938850109,1
0.0009587440453006564,1
0.0009887047967163018,1
0.0010186655481319474,1
0.0010486262995475929,0
0.0010785870509632384,0
0.001108547802378884,0
0.0011385085537945294,0
0.001168469305210175,0
0.0011984300566258205,0
0.001228390808041466,1
0.0012583515594571115,0
0.001288312310872757,0
0.0013182730622884025,1
0.001348233813704048,1
0.0013781945651196936,1
0.001408155316535339,1
0.0014381160679509846,1
0.0014680768193666301,1
0.0014980375707822756,0
0.0015279983221979212,0
0.0015579590736135667,0
0.0015879198250292122,0
0.0016178805764448577,0
0.0016478413278605032,0
0.0016778020792761487,1
0.0017077628306917943,0
0.0017377235821074398,0
0.0017676843335230853,1
0.0017976450849387308,1
0.0018276058363543763,1
0.0018575665877700218,1
0.0018875273391856674,1
0.0019174880906013129,1
0.0019474488420169584,0
0.0019774095934326037,0
0.002007370344848249,0
0.0020373310962638943,0
0.0020672918476795396,0
0.002097252599095185,0
0.00212721335051083,1
0.0021571741019264755,0
0.002187134853342121,0
0.002217095604757766,1
0.0022470563561734114,1
0.0022770171075890567,1
0.002306977859004702,1
0.0023369386104203473,1
0.0023668993618359926,1
0.002396860113251638,0
0.002426820864667283,0
0.0024567816160829285,0
0.002486742367498574,0
0.002516703118914219,0
0.0025466638703298644,1
0.0025766246217455097,1
0.002606585373161155,0
0.0026365461245768003,0
0.0026665068759924456,1
0.002696467627408091,1
0.002726428378823736,1
0.0027563891302393815,1
0.002786349881655027,1
0.002816310633070672,1
0.0028462713844863174,0
0.0028762321359019627,0
0.002906192887317608,1
0.0029361536387332533,1
0.0029661143901488986,1
0.002996075141564544,0
0.003026035892980189,1
0.0030559966443958345,0
0.00308595739581148,0
0.003115918147227125,1
0.0031458788986427704,1
0.0031758396500584157,1
0.003205800401474061,1
0.0032357611528897063,1
0.0032657219043053516,1
0.003295682655720997,0
